captured_at,sport,year,week,event_id,play_id,period,clock,play_text,down,distance,possession,yard_line,score_margin,home,away,home_score,away_score,home_win_prob,away_win_prob,home_pass_yds,home_rush_yds,home_total_yds,away_pass_yds,away_rush_yds,away_total_yds,market_type,market,selection,player,line,book_id,book_price,model_projection,model_price,model_prob,actual_result,actual_stat,bet_result,expected_roi_pct,pregame_line,pregame_book_price,pregame_projection,pregame_capture_at,pregame_capture_type
2026-09-19T18:34:49.104406+00:00,cfb,2026,3,401856798,4018567983,1,14:55,(15:00) #97 K.Konrardy kickoff 65 yards to the BGSU00 #2 N.Amachree return 16 yards to the BGSU16 (#41 R.Barnes),1,10,BGSU 25,35,0,Iowa State Cyclones,Bowling Green Falcons,0,0,99.9,0.1,133.0,271.0,404.0,97.0,40.0,137.0,game,Spread,Bowling Green,,27.5,novig,132,-14.5,—,,0,,hit,,,,-20.6,,
2026-09-19T18:34:49.104406+00:00,cfb,2026,3,401856798,4018567983,1,14:55,(15:00) #97 K.Konrardy kickoff 65 yards to the BGSU00 #2 N.Amachree return 16 yards to the BGSU16 (#41 R.Barnes),1,10,BGSU 25,35,0,Iowa State Cyclones,Bowling Green Falcons,0,0,99.9,0.1,133.0,271.0,404.0,97.0,40.0,137.0,game,Spread,Bowling Green,,-27.5,novig,132,-14.5,—,,0,,miss,,,,-20.6,,
2026-09-19T18:34:49.104406+00:00,cfb,2026,3,401856798,4018567983,1,14:55,(15:00) #97 K.Konrardy kickoff 65 yards to the BGSU00 #2 N.Amachree return 16 yards to the BGSU16 (#41 R.Barnes),1,10,BGSU 25,35,0,Iowa State Cyclones,Bowling Green Falcons,0,0,99.9,0.1,133.0,271.0,404.0,97.0,40.0,137.0,game,Total,Over,,63.0,pinnacle,105,57.5,+205,0.328,0.0,,miss,,,,59,,
2026-09-19T18:34:49.104406+00:00,cfb,2026,3,401856798,4018567983,1,14:55,(15:00) #97 K.Konrardy kickoff 65 yards to the BGSU00 #2 N.Amachree return 16 yards to the BGSU16 (#41 R.Barnes),1,10,BGSU 25,35,0,Iowa State Cyclones,Bowling Green Falcons,0,0,99.9,0.1,133.0,271.0,404.0,97.0,40.0,137.0,game,Total,Under,,63.0,pinnacle,-123,57.5,-205,0.672,0.0,,hit,,,,59,,
2026-09-19T18:34:49.104406+00:00,cfb,2026,3,401856798,4018567983,1,14:55,(15:00) #97 K.Konrardy kickoff 65 yards to the BGSU00 #2 N.Amachree return 16 yards to the BGSU16 (#41 R.Barnes),1,10,BGSU 25,35,0,Iowa State Cyclones,Bowling Green Falcons,0,0,99.9,0.1,133.0,271.0,404.0,97.0,40.0,137.0,game,ML,Bowling Green,,,kalshi,9900,—,—,,Loss,,miss,,,,—,,
2026-09-19T18:34:49.104406+00:00,cfb,2026,3,401856798,40185679814,1,14:49,(14:55) No Huddle-Shotgun #17 J.Kastantin pass incomplete short left to #0 J.Scoby thrown to BGSU20 broken up by #11 W.Breland,1,10,BGSU 16,84,0,Iowa State Cyclones,Bowling Green Falcons,0,0,99.9,0.1,133.0,271.0,404.0,97.0,40.0,137.0,game,Spread,Bowling Green,,27.5,novig,132,-14.6,—,,0,,hit,,,,-20.6,,
2026-09-19T18:34:49.104406+00:00,cfb,2026,3,401856798,40185679814,1,14:49,(14:55) No Huddle-Shotgun #17 J.Kastantin pass incomplete short left to #0 J.Scoby thrown to BGSU20 broken up by #11 W.Breland,1,10,BGSU 16,84,0,Iowa State Cyclones,Bowling Green Falcons,0,0,99.9,0.1,133.0,271.0,404.0,97.0,40.0,137.0,game,Spread,Bowling Green,,-27.5,novig,132,-14.6,—,,0,,miss,,,,-20.6,,
2026-09-19T18:34:49.104406+00:00,cfb,2026,3,401856798,40185679814,1,14:49,(14:55) No Huddle-Shotgun #17 J.Kastantin pass incomplete short left to #0 J.Scoby thrown to BGSU20 broken up by #11 W.Breland,1,10,BGSU 16,84,0,Iowa State Cyclones,Bowling Green Falcons,0,0,99.9,0.1,133.0,271.0,404.0,97.0,40.0,137.0,game,Total,Over,,63.0,pinnacle,105,57.2,+218,0.3143,0.0,,miss,,,,59,,
2026-09-19T18:34:49.104406+00:00,cfb,2026,3,401856798,40185679814,1,14:49,(14:55) No Huddle-Shotgun #17 J.Kastantin pass incomplete short left to #0 J.Scoby thrown to BGSU20 broken up by #11 W.Breland,1,10,BGSU 16,84,0,Iowa State Cyclones,Bowling Green Falcons,0,0,99.9,0.1,133.0,271.0,404.0,97.0,40.0,137.0,game,Total,Under,,63.0,pinnacle,-123,57.2,-218,0.6857,0.0,,hit,,,,59,,
2026-09-19T18:34:49.104406+00:00,cfb,2026,3,401856798,40185679814,1,14:49,(14:55) No Huddle-Shotgun #17 J.Kastantin pass incomplete short left to #0 J.Scoby thrown to BGSU20 broken up by #11 W.Breland,1,10,BGSU 16,84,0,Iowa State Cyclones,Bowling Green Falcons,0,0,99.9,0.1,133.0,271.0,404.0,97.0,40.0,137.0,game,ML,Bowling Green,,,kalshi,9900,—,—,,Loss,,miss,,,,—,,
2026-09-19T18:34:49.104406+00:00,cfb,2026,3,401856798,40185679826,1,14:49,"(14:49) Shotgun #17 J.Kastantin pass complete short middle to #2 N.Amachree caught at BGSU19, for 11 yards to the BGSU27 (#10 C.Willich), 1ST DOWN. The previous play is under automatic review - ""Runner was down prior to losing the ball"". CALL OVERTURNED. (Original Play: (14:49) Shotgun #17 J.Kastantin pass complete short middle to #2 N.Amachree caught at BGSU19, for 0 yards to the BGSU16 fumbled by #2 N.Amachree at BGSU27 forced by #18 D.Coffey recovered by ISU #3 S.Johnson at, End Of Play)",2,10,BGSU 16,84,0,Iowa State Cyclones,Bowling Green Falcons,0,0,99.9,0.1,133.0,271.0,404.0,97.0,40.0,137.0,game,Spread,Bowling Green,,27.5,novig,132,-14.6,—,,0,,hit,,,,-20.6,,
