captured_at,sport,year,week,event_id,play_id,period,clock,play_text,down,distance,possession,yard_line,score_margin,home,away,home_score,away_score,home_win_prob,away_win_prob,home_pass_yds,home_rush_yds,home_total_yds,away_pass_yds,away_rush_yds,away_total_yds,market_type,market,selection,player,line,book_id,book_price,model_projection,model_price,model_prob,actual_result,actual_stat,bet_result,expected_roi_pct,pregame_line,pregame_book_price,pregame_projection,pregame_capture_at,pregame_capture_type
2026-09-22T01:10:21.935204+00:00,nfl,2026,2,401872947,4018729471,1,15:00,GAME,1,10,LAR 31,31,0,Los Angeles Rams,New York Giants,0,0,87.1,12.9,157.0,26.0,183.0,54.0,24.0,78.0,game,Total,Over,,45.5,bet365,-110,—,—,,0.0,,miss,,,,—,,
2026-09-22T01:10:21.935204+00:00,nfl,2026,2,401872947,4018729471,1,15:00,GAME,1,10,LAR 31,31,0,Los Angeles Rams,New York Giants,0,0,87.1,12.9,157.0,26.0,183.0,54.0,24.0,78.0,game,Total,Under,,45.5,polymarket,108,—,—,,0.0,,hit,,,,—,,
2026-09-22T01:10:21.935204+00:00,nfl,2026,2,401872947,4018729471,1,15:00,GAME,1,10,LAR 31,31,0,Los Angeles Rams,New York Giants,0,0,87.1,12.9,157.0,26.0,183.0,54.0,24.0,78.0,game,ML,New York Giants,,,polymarketus,1438,—,—,,Loss,,miss,,,,—,,
2026-09-22T01:10:21.935204+00:00,nfl,2026,2,401872947,40187294740,1,15:00,H.Mevis kicks 63 yards from LA 35 to NYG 2. B.Berrios pushed ob at NYG 30 for 28 yards (Q.Lake).,1,10,LAR 31,35,0,Los Angeles Rams,New York Giants,0,0,87.1,12.9,157.0,26.0,183.0,54.0,24.0,78.0,game,Total,Over,,45.5,bet365,-110,—,—,,0.0,,miss,,,,—,,
2026-09-22T01:10:21.935204+00:00,nfl,2026,2,401872947,40187294740,1,15:00,H.Mevis kicks 63 yards from LA 35 to NYG 2. B.Berrios pushed ob at NYG 30 for 28 yards (Q.Lake).,1,10,LAR 31,35,0,Los Angeles Rams,New York Giants,0,0,87.1,12.9,157.0,26.0,183.0,54.0,24.0,78.0,game,Total,Under,,45.5,polymarket,108,—,—,,0.0,,hit,,,,—,,
2026-09-22T01:10:21.935204+00:00,nfl,2026,2,401872947,40187294740,1,15:00,H.Mevis kicks 63 yards from LA 35 to NYG 2. B.Berrios pushed ob at NYG 30 for 28 yards (Q.Lake).,1,10,LAR 31,35,0,Los Angeles Rams,New York Giants,0,0,87.1,12.9,157.0,26.0,183.0,54.0,24.0,78.0,game,ML,New York Giants,,,polymarketus,1438,—,—,,Loss,,miss,,,,—,,
2026-09-22T01:10:21.935204+00:00,nfl,2026,2,401872947,40187294768,1,14:54,C.Skattebo left tackle to NYG 34 for 4 yards (T.McDuffie).,1,10,NYG 30,70,0,Los Angeles Rams,New York Giants,0,0,87.1,12.9,157.0,26.0,183.0,54.0,24.0,78.0,game,Total,Over,,45.5,bet365,-110,—,—,,0.0,,miss,,,,—,,
2026-09-22T01:10:21.935204+00:00,nfl,2026,2,401872947,40187294768,1,14:54,C.Skattebo left tackle to NYG 34 for 4 yards (T.McDuffie).,1,10,NYG 30,70,0,Los Angeles Rams,New York Giants,0,0,87.1,12.9,157.0,26.0,183.0,54.0,24.0,78.0,game,Total,Under,,45.5,polymarket,108,—,—,,0.0,,hit,,,,—,,
2026-09-22T01:10:21.935204+00:00,nfl,2026,2,401872947,40187294768,1,14:54,C.Skattebo left tackle to NYG 34 for 4 yards (T.McDuffie).,1,10,NYG 30,70,0,Los Angeles Rams,New York Giants,0,0,87.1,12.9,157.0,26.0,183.0,54.0,24.0,78.0,game,ML,New York Giants,,,polymarketus,1438,—,—,,Loss,,miss,,,,—,,
2026-09-22T01:10:21.935204+00:00,nfl,2026,2,401872947,40187294790,1,14:09,(No Huddle) C.Skattebo right guard to NYG 37 for 3 yards (N.Landman).,2,6,NYG 34,66,0,Los Angeles Rams,New York Giants,0,0,87.1,12.9,157.0,26.0,183.0,54.0,24.0,78.0,game,Total,Over,,45.5,bet365,-110,—,—,,0.0,,miss,,,,—,,
